Unnamed: 0,Sentence #,Word,POS,Tag
14250,641.0,bomb,NN,O
14251,641.0,hit,VBD,O
14252,641.0,his,PRP$,O
14253,641.0,convoy,NN,O
14254,641.0,.,.,O
14255,642.0,A,DT,O
14256,642.0,policeman,NN,O
14257,642.0,was,VBD,O
14258,642.0,also,RB,O
14259,642.0,killed,VBN,O
14260,642.0,in,IN,O
14261,642.0,a,DT,O
14262,642.0,car,NN,O
14263,642.0,bombing,VBG,O
14264,642.0,south,NN,O
14265,642.0,of,IN,O
14266,642.0,Baghdad,NNP,B-geo
14267,642.0,",",",",O
14268,642.0,near,IN,O
14269,642.0,Hilla,NNP,B-geo
14270,642.0,.,.,O
14271,643.0,An,DT,O
14272,643.0,Israeli,JJ,B-gpe
14273,643.0,airstrike,NN,O
14274,643.0,in,IN,O
14275,643.0,the,DT,O
14276,643.0,Gaza,NNP,B-geo
14277,643.0,Strip,NNP,I-geo
14278,643.0,has,VBZ,O
14279,643.0,killed,VBN,O
14280,643.0,a,DT,O
14281,643.0,top,JJ,O
14282,643.0,Islamic,NNP,B-geo
14283,643.0,Jihad,NNP,I-geo
14284,643.0,commander,NN,O
14285,643.0,and,CC,O
14286,643.0,at,IN,O
14287,643.0,least,JJS,O
14288,643.0,six,CD,O
14289,643.0,other,JJ,O
14290,643.0,people,NNS,O
14291,643.0,",",",",O
14292,643.0,a,DT,O
14293,643.0,day,NN,O
14294,643.0,after,IN,O
14295,643.0,an,DT,O
14296,643.0,Islamic,JJ,B-org
14297,643.0,Jihad,NNP,I-org
14298,643.0,suicide,NN,O
14299,643.0,bomber,NN,O
14300,643.0,killed,VBD,O
14301,643.0,five,CD,O
14302,643.0,people,NNS,O
14303,643.0,in,IN,O
14304,643.0,central,JJ,O
14305,643.0,Israel,NNP,B-geo
14306,643.0,.,.,O
14307,644.0,The,DT,O
14308,644.0,Israeli,JJ,B-gpe
14309,644.0,military,NN,O
14310,644.0,confirmed,VBD,O
14311,644.0,the,DT,O
14312,644.0,Thursday,NNP,B-tim
14313,644.0,evening,NN,O
14314,644.0,helicopter,NN,O
14315,644.0,strike,NN,O
14316,644.0,near,IN,O
14317,644.0,the,DT,O
14318,644.0,Jabaliya,NNP,B-geo
14319,644.0,refugee,NN,O
14320,644.0,camp,NN,O
14321,644.0,",",",",O
14322,644.0,saying,VBG,O
14323,644.0,it,PRP,O
14324,644.0,targeted,VBD,O
14325,644.0,an,DT,O
14326,644.0,Islamic,JJ,B-geo
14327,644.0,Jihad,NN,I-geo
14328,644.0,militant,NN,O
14329,644.0,.,.,O
14330,645.0,Palestinians,NNS,B-gpe
14331,645.0,identified,VBD,O
14332,645.0,him,PRP,O
14333,645.0,as,IN,O
14334,645.0,Shahdi,NNP,B-geo
14335,645.0,Mohanna,NNP,I-geo
14336,645.0,",",",",O
14337,645.0,the,DT,O
14338,645.0,Islamic,NNP,B-geo
14339,645.0,Jihad,NNP,I-geo
14340,645.0,commander,NN,O
14341,645.0,for,IN,O
14342,645.0,the,DT,O
14343,645.0,northern,JJ,O
14344,645.0,Gaza,NNP,B-geo
14345,645.0,Strip,NNP,I-geo
14346,645.0,.,.,O
14347,646.0,They,PRP,O
14348,646.0,said,VBD,O
14349,646.0,three,CD,O
14350,646.0,other,JJ,O
14351,646.0,Islamic,NNP,B-geo
14352,646.0,Jihad,NNP,I-geo
14353,646.0,activists,NNS,O
14354,646.0,and,CC,O
14355,646.0,three,CD,O
14356,646.0,civilians,NNS,O
14357,646.0,were,VBD,O
14358,646.0,also,RB,O
14359,646.0,among,IN,O
14360,646.0,the,DT,O
14361,646.0,dead,NN,O
14362,646.0,",",",",O
14363,646.0,and,CC,O
14364,646.0,at,IN,O
14365,646.0,least,JJS,O
14366,646.0,15,CD,O
14367,646.0,people,NNS,O
14368,646.0,were,VBD,O
14369,646.0,wounded,VBN,O
14370,646.0,.,.,O
14371,647.0,Earlier,RBR,O
14372,647.0,Thursday,NNP,B-tim
14373,647.0,",",",",O
14374,647.0,Israeli,JJ,B-gpe
14375,647.0,Prime,NNP,B-per
14376,647.0,Minister,NNP,I-per
14377,647.0,Ariel,NNP,I-per
14378,647.0,Sharon,NNP,I-per
14379,647.0,announced,VBD,O
14380,647.0,an,DT,O
14381,647.0,offensive,NN,O
14382,647.0,he,PRP,O
14383,647.0,said,VBD,O
14384,647.0,would,MD,O
14385,647.0,not,RB,O
14386,647.0,stop,VB,O
14387,647.0,until,IN,O
14388,647.0,the,DT,O
14389,647.0,Palestinian,JJ,B-gpe
14390,647.0,Authority,NNP,O
14391,647.0,moves,VBZ,O
14392,647.0,decisively,RB,O
14393,647.0,to,TO,O
14394,647.0,stop,VB,O
14395,647.0,militant,NN,O
14396,647.0,attacks,NNS,O
14397,647.0,.,.,O
14398,648.0,He,PRP,O
14399,648.0,also,RB,O
14400,648.0,said,VBD,O
14401,648.0,he,PRP,O
14402,648.0,will,MD,O
14403,648.0,not,RB,O
14404,648.0,hold,VB,O
14405,648.0,talks,NNS,O
14406,648.0,with,IN,O
14407,648.0,Palestinian,JJ,B-gpe
14408,648.0,leader,NN,O
14409,648.0,Mahmoud,NNP,B-per
14410,648.0,Abbas,NNP,I-per
14411,648.0,until,IN,O
14412,648.0,the,DT,O
14413,648.0,attacks,NNS,O
14414,648.0,stop,VBP,O
14415,648.0,.,.,O
14416,649.0,A,DT,O
14417,649.0,draft,NN,O
14418,649.0,peace,NN,O
14419,649.0,proposal,NN,O
14420,649.0,under,IN,O
14421,649.0,consideration,NN,O
14422,649.0,by,IN,O
14423,649.0,the,DT,O
14424,649.0,Afghan,JJ,B-gpe
14425,649.0,government,NN,O
14426,649.0,could,MD,O
14427,649.0,offer,VB,O
14428,649.0,Taliban,NNP,B-org
14429,649.0,leaders,NNS,O
14430,649.0,exile,NN,O
14431,649.0,overseas,RB,O
14432,649.0,if,IN,O
14433,649.0,they,PRP,O
14434,649.0,agree,VBP,O
14435,649.0,to,TO,O
14436,649.0,stop,VB,O
14437,649.0,fighting,VBG,O
14438,649.0,.,.,O
14439,650.0,The,DT,O
14440,650.0,draft,NN,O
14441,650.0,plan,NN,O
14442,650.0,",",",",O
14443,650.0,seen,VBN,O
14444,650.0,by,IN,O
14445,650.0,reporters,NNS,O
14446,650.0,for,IN,O
14447,650.0,British,JJ,B-gpe
14448,650.0,news,NN,O
14449,650.0,organizations,NNS,O
14450,650.0,Reuters,NNS,B-org
14451,650.0,and,CC,O
14452,650.0,the,DT,O
14453,650.0,Guardian,NNP,B-org
14454,650.0,newspaper,NN,O
14455,650.0,",",",",O
14456,650.0,also,RB,O
14457,650.0,calls,VBZ,O
14458,650.0,for,IN,O
14459,650.0,"""",``,O
14460,650.0,de-radicalization,NN,O
14461,650.0,"""",``,O
14462,650.0,classes,NNS,O
14463,650.0,for,IN,O
14464,650.0,insurgents,NNS,O
14465,650.0,and,CC,O
14466,650.0,thousands,NNS,O
14467,650.0,of,IN,O
14468,650.0,new,JJ,O
14469,650.0,jobs,NNS,O
14470,650.0,to,TO,O
14471,650.0,be,VB,O
14472,650.0,created,VBN,O
14473,650.0,for,IN,O
14474,650.0,militants,NNS,O
14475,650.0,who,WP,O
14476,650.0,renounce,VBP,O
14477,650.0,violence,NN,O
14478,650.0,.,.,O
14479,651.0,The,DT,O
14480,651.0,proposal,NN,O
14481,651.0,comes,VBZ,O
14482,651.0,weeks,NNS,O
14483,651.0,before,IN,O
14484,651.0,a,DT,O
14485,651.0,grand,JJ,O
14486,651.0,council,NN,O
14487,651.0,of,IN,O
14488,651.0,Afghans,NNS,B-gpe
14489,651.0,",",",",O
14490,651.0,known,VBN,O
14491,651.0,as,IN,O
14492,651.0,a,DT,O
14493,651.0,jirga,NN,O
14494,651.0,",",",",O
14495,651.0,meets,VBZ,O
14496,651.0,in,IN,O
14497,651.0,Kabul,NNP,B-geo
14498,651.0,on,IN,O
14499,651.0,May,NNP,B-tim
14500,651.0,29,CD,I-tim
14501,651.0,to,TO,O
14502,651.0,discuss,VB,O
14503,651.0,how,WRB,O
14504,651.0,to,TO,O
14505,651.0,make,VB,O
14506,651.0,peace,NN,O
14507,651.0,with,IN,O
14508,651.0,the,DT,O
14509,651.0,insurgents,NNS,O
14510,651.0,.,.,O
14511,652.0,Possible,JJ,O
14512,652.0,peace,NN,O
14513,652.0,talks,NNS,O
14514,652.0,will,MD,O
14515,652.0,be,VB,O
14516,652.0,a,DT,O
14517,652.0,key,JJ,O
14518,652.0,issue,NN,O
14519,652.0,discussed,VBN,O
14520,652.0,when,WRB,O
14521,652.0,Afghan,JJ,B-gpe
14522,652.0,President,NNP,B-per
14523,652.0,Hamid,NNP,I-per
14524,652.0,Karzai,NNP,I-per
14525,652.0,meets,VBZ,O
14526,652.0,with,IN,O
14527,652.0,U.S.,NNP,B-gpe
14528,652.0,President,NNP,O
14529,652.0,Barack,NNP,B-per
14530,652.0,Obama,NNP,I-per
14531,652.0,in,IN,O
14532,652.0,Washington,NNP,B-geo
14533,652.0,this,DT,O
14534,652.0,week,NN,O
14535,652.0,.,.,O
14536,653.0,Russia,NNP,B-geo
14537,653.0,has,VBZ,O
14538,653.0,ordered,VBN,O
14539,653.0,its,PRP$,O
14540,653.0,fleet,NN,O
14541,653.0,of,IN,O
14542,653.0,Su-24,NNP,B-art
14543,653.0,bombers,NNS,O
14544,653.0,grounded,VBD,O
14545,653.0,after,IN,O
14546,653.0,one,CD,O
14547,653.0,of,IN,O
14548,653.0,the,DT,O
14549,653.0,planes,NNS,O
14550,653.0,crashed,VBD,O
14551,653.0,during,IN,O
14552,653.0,a,DT,O
14553,653.0,training,NN,O
14554,653.0,mission,NN,O
14555,653.0,.,.,O
14556,654.0,Air,NNP,B-org
14557,654.0,force,NN,I-org
14558,654.0,officials,NNS,O
14559,654.0,said,VBD,O
14560,654.0,Thursday,NNP,B-tim
14561,654.0,that,IN,O
14562,654.0,a,DT,O
14563,654.0,technical,JJ,O
14564,654.0,problem,NN,O
14565,654.0,caused,VBD,O
14566,654.0,the,DT,O
14567,654.0,early,JJ,O
14568,654.0,morning,NN,O
14569,654.0,accident,NN,O
14570,654.0,in,IN,O
14571,654.0,the,DT,O
14572,654.0,Far,NNP,B-geo
14573,654.0,East,NNP,I-geo
14574,654.0,Khabarovsk,NNP,I-geo
14575,654.0,territory,NN,O
14576,654.0,.,.,O
14577,655.0,They,PRP,O
14578,655.0,said,VBD,O
14579,655.0,preliminary,JJ,O
14580,655.0,investigation,NN,O
14581,655.0,indicates,VBZ,O
14582,655.0,that,IN,O
14583,655.0,a,DT,O
14584,655.0,technical,JJ,O
14585,655.0,problem,NN,O
14586,655.0,rather,RB,O
14587,655.0,than,IN,O
14588,655.0,pilot,NN,O
14589,655.0,error,NN,O
14590,655.0,cause,VBZ,O
14591,655.0,the,DT,O
14592,655.0,crash,NN,O
14593,655.0,.,.,O
14594,656.0,Russian,JJ,B-gpe
14595,656.0,news,NN,O
14596,656.0,media,NNS,O
14597,656.0,say,VBP,O
14598,656.0,rescue,NN,O
14599,656.0,helicopters,NNS,O
14600,656.0,found,VBD,O
14601,656.0,the,DT,O
14602,656.0,wreckage,NN,O
14603,656.0,more,RBR,O
14604,656.0,than,IN,O
14605,656.0,a,DT,O
14606,656.0,100,CD,O
14607,656.0,kilometers,NNS,O
14608,656.0,away,RB,O
14609,656.0,from,IN,O
14610,656.0,the,DT,O
14611,656.0,airfield,NN,O
14612,656.0,.,.,O
14613,657.0,The,DT,O
14614,657.0,two,CD,O
14615,657.0,pilots,NNS,O
14616,657.0,had,VBD,O
14617,657.0,ejected,VBN,O
14618,657.0,safely,RB,O
14619,657.0,before,IN,O
14620,657.0,the,DT,O
14621,657.0,crash,NN,O
14622,657.0,and,CC,O
14623,657.0,were,VBD,O
14624,657.0,taken,VBN,O
14625,657.0,to,TO,O
14626,657.0,a,DT,O
14627,657.0,military,JJ,O
14628,657.0,hospital,NN,O
14629,657.0,for,IN,O
14630,657.0,a,DT,O
14631,657.0,medical,JJ,O
14632,657.0,examination,NN,O
14633,657.0,.,.,O
14634,658.0,Reports,NNS,O
14635,658.0,say,VBP,O
14636,658.0,there,EX,O
14637,658.0,was,VBD,O
14638,658.0,no,DT,O
14639,658.0,damage,NN,O
14640,658.0,on,IN,O
14641,658.0,the,DT,O
14642,658.0,ground,NN,O
14643,658.0,.,.,O
14644,659.0,The,DT,O
14645,659.0,bomber,NN,O
14646,659.0,flights,NNS,O
14647,659.0,are,VBP,O
14648,659.0,to,TO,O
14649,659.0,remain,VB,O
14650,659.0,suspended,JJ,O
14651,659.0,until,IN,O
14652,659.0,investigators,NNS,O
14653,659.0,establish,VB,O
14654,659.0,the,DT,O
14655,659.0,cause,NN,O
14656,659.0,of,IN,O
14657,659.0,the,DT,O
14658,659.0,crash,NN,O
14659,659.0,.,.,O
14660,660.0,Pro-Russian,JJ,O
14661,660.0,demonstrators,NNS,O
14662,660.0,in,IN,O
14663,660.0,Crimea,NNP,B-geo
14664,660.0,have,VBP,O
14665,660.0,protested,VBN,O
14666,660.0,against,IN,O
14667,660.0,the,DT,O
14668,660.0,arrival,NN,O
14669,660.0,of,IN,O
14670,660.0,a,DT,O
14671,660.0,U.S.,NNP,B-org
14672,660.0,naval,JJ,O
14673,660.0,frigate,NN,O
14674,660.0,in,IN,O
14675,660.0,Sevastopol,NNP,B-geo
14676,660.0,",",",",O
14677,660.0,the,DT,O
14678,660.0,Ukrainian,JJ,B-gpe
14679,660.0,port,NN,O
14680,660.0,where,WRB,O
14681,660.0,Russia,NNP,B-org
14682,660.0,'s,POS,O
14683,660.0,Black,NNP,O
14684,660.0,Sea,NNP,O
14685,660.0,fleet,NN,O
14686,660.0,is,VBZ,O
14687,660.0,based,VBN,O
14688,660.0,.,.,O
14689,661.0,News-agency,NN,O
14690,661.0,reports,NNS,O
14691,661.0,from,IN,O
14692,661.0,Sevastopol,NNP,B-geo
14693,661.0,say,VBP,O
14694,661.0,the,DT,O
14695,661.0,demonstrators,NNS,O
14696,661.0,shouted,VBD,O
14697,661.0,"""",``,O
14698,661.0,NATO,NNP,B-org
14699,661.0,out,IN,O
14700,661.0,"""",``,O
14701,661.0,and,CC,O
14702,661.0,"""",``,O
14703,661.0,Yankee,NN,O
14704,661.0,go,VB,O
14705,661.0,home,RB,O
14706,661.0,"""",``,O
14707,661.0,during,IN,O
14708,661.0,their,PRP$,O
14709,661.0,protest,NN,O
14710,661.0,Wednesday,NNP,B-tim
14711,661.0,.,.,O
14712,662.0,Ukraine,NNP,B-geo
14713,662.0,'s,POS,O
14714,662.0,navy,NN,O
14715,662.0,says,VBZ,O
14716,662.0,the,DT,O
14717,662.0,U.S.,NNP,B-org
14718,662.0,naval,JJ,O
14719,662.0,vessel,NN,O
14720,662.0,is,VBZ,O
14721,662.0,on,IN,O
14722,662.0,a,DT,O
14723,662.0,friendly,JJ,O
14724,662.0,visit,NN,O
14725,662.0,to,TO,O
14726,662.0,the,DT,O
14727,662.0,Black,NNP,B-org
14728,662.0,Sea,NNP,I-org
14729,662.0,and,CC,O
14730,662.0,is,VBZ,O
14731,662.0,not,RB,O
14732,662.0,taking,VBG,O
14733,662.0,part,NN,O
14734,662.0,in,IN,O
14735,662.0,any,DT,O
14736,662.0,military,JJ,O
14737,662.0,exercises,NNS,O
14738,662.0,.,.,O
14739,663.0,Sevastopol,NNP,B-geo
14740,663.0,'s,POS,O
14741,663.0,naval,JJ,O
14742,663.0,base,NN,O
14743,663.0,dates,VBZ,O
14744,663.0,back,RB,O
14745,663.0,to,TO,O
14746,663.0,Soviet,JJ,O
14747,663.0,times,NNS,O
14748,663.0,.,.,O
14749,664.0,Through,IN,O
14750,664.0,a,DT,O
14751,664.0,lease,NN,O
14752,664.0,agreement,NN,O
14753,664.0,with,IN,O
14754,664.0,Ukraine,NNP,B-org
14755,664.0,",",",",O
14756,664.0,Russia,NNP,B-org
14757,664.0,will,MD,O
14758,664.0,operate,VB,O
14759,664.0,the,DT,O
14760,664.0,facility,NN,O
14761,664.0,until,IN,O
14762,664.0,2017,CD,B-tim
14763,664.0,.,.,O
14764,665.0,Ukraine,NNP,B-geo
14765,665.0,'s,POS,O
14766,665.0,campaign,NN,O
14767,665.0,to,TO,O
14768,665.0,win,VB,O
14769,665.0,NATO,NNP,B-org
14770,665.0,membership,NN,O
14771,665.0,has,VBZ,O
14772,665.0,been,VBN,O
14773,665.0,strongly,RB,O
14774,665.0,opposed,VBN,O
14775,665.0,by,IN,O
14776,665.0,Moscow,NNP,B-org
14777,665.0,",",",",O
14778,665.0,which,WDT,O
14779,665.0,says,VBZ,O
14780,665.0,it,PRP,O
14781,665.0,will,MD,O
14782,665.0,not,RB,O
14783,665.0,accept,VB,O
14784,665.0,any,DT,O
14785,665.0,further,JJ,O
14786,665.0,expansion,NN,O
14787,665.0,of,IN,O
14788,665.0,the,DT,O
14789,665.0,western,JJ,O
14790,665.0,alliance,NN,O
14791,665.0,on,IN,O
14792,665.0,Russia,NNP,B-geo
14793,665.0,'s,POS,O
14794,665.0,borders,NNS,O
14795,665.0,.,.,O
14796,666.0,Egypt,NNP,B-gpe
14797,666.0,'s,POS,O
14798,666.0,largest,JJS,O
14799,666.0,opposition,NN,O
14800,666.0,group,NN,O
14801,666.0,defied,VBD,O
14802,666.0,authorities,NNS,O
14803,666.0,and,CC,O
14804,666.0,held,VBN,O
14805,666.0,anti-government,JJ,O
14806,666.0,protests,NNS,O
14807,666.0,in,IN,O
14808,666.0,Cairo,NNP,B-geo
14809,666.0,Sunday,NNP,B-tim
14810,666.0,.,.,O
14811,667.0,Several,JJ,O
14812,667.0,thousand,CD,O
14813,667.0,riot,NN,O
14814,667.0,police,NN,O
14815,667.0,prevented,VBD,O
14816,667.0,the,DT,O
14817,667.0,Muslim,NNP,B-org
14818,667.0,Brotherhood,NNP,I-org
14819,667.0,from,IN,O
14820,667.0,holding,VBG,O
14821,667.0,a,DT,O
14822,667.0,rally,NN,O
14823,667.0,outside,IN,O
14824,667.0,the,DT,O
14825,667.0,Egyptian,JJ,B-gpe
14826,667.0,parliament,NN,O
14827,667.0,as,IN,O
14828,667.0,planned,VBN,O
14829,667.0,.,.,O
14830,668.0,Instead,RB,O
14831,668.0,",",",",O
14832,668.0,members,NNS,O
14833,668.0,of,IN,O
14834,668.0,the,DT,O
14835,668.0,group,NN,O
14836,668.0,gathered,VBD,O
14837,668.0,in,IN,O
14838,668.0,front,NN,O
14839,668.0,of,IN,O
14840,668.0,a,DT,O
14841,668.0,Cairo,NNP,B-geo
14842,668.0,mosque,NN,O
14843,668.0,",",",",O
14844,668.0,shouting,VBG,O
14845,668.0,demands,NNS,O
14846,668.0,for,IN,O
14847,668.0,political,JJ,O
14848,668.0,reforms,NNS,O
14849,668.0,.,.,O
14850,669.0,Authorities,NNS,O
14851,669.0,say,VBP,O
14852,669.0,they,PRP,O
14853,669.0,arrested,VBN,O
14854,669.0,at,IN,O
14855,669.0,least,JJS,O
14856,669.0,50,CD,O
14857,669.0,protesters,NNS,O
14858,669.0,.,.,O
14859,670.0,Estimates,NNS,O
14860,670.0,of,IN,O
14861,670.0,the,DT,O
14862,670.0,crowd,NN,O
14863,670.0,range,VBP,O
14864,670.0,from,IN,O
14865,670.0,several,JJ,O
14866,670.0,hundred,CD,O
14867,670.0,to,TO,O
14868,670.0,"3,000",CD,O
14869,670.0,.,.,O
14870,671.0,Smaller,JJR,O
14871,671.0,protests,NNS,O
14872,671.0,took,VBD,O
14873,671.0,place,NN,O
14874,671.0,at,IN,O
14875,671.0,two,CD,O
14876,671.0,other,JJ,O
14877,671.0,Cairo,NNP,B-geo
14878,671.0,locations,NNS,O
14879,671.0,.,.,O
14880,672.0,Egyptian,JJ,B-gpe
14881,672.0,authorities,NNS,O
14882,672.0,had,VBD,O
14883,672.0,arrested,VBN,O
14884,672.0,another,DT,O
14885,672.0,50,CD,O
14886,672.0,Brotherhood,NNP,B-org
14887,672.0,members,NNS,O
14888,672.0,before,IN,O
14889,672.0,the,DT,O
14890,672.0,protests,NNS,O
14891,672.0,.,.,O
14892,673.0,The,DT,O
14893,673.0,Muslim,NNP,B-org
14894,673.0,Brotherhood,NNP,I-org
14895,673.0,calls,VBZ,O
14896,673.0,for,IN,O
14897,673.0,replacing,VBG,O
14898,673.0,Egypt,NNP,B-org
14899,673.0,'s,POS,O
14900,673.0,secular,JJ,O
14901,673.0,government,NN,O
14902,673.0,with,IN,O
14903,673.0,an,DT,O
14904,673.0,Islamic,JJ,O
14905,673.0,state,NN,O
14906,673.0,.,.,O
14907,674.0,The,DT,O
14908,674.0,group,NN,O
14909,674.0,was,VBD,O
14910,674.0,formally,RB,O
14911,674.0,banned,VBN,O
14912,674.0,in,IN,O
14913,674.0,1954,CD,B-tim
14914,674.0,",",",",O
14915,674.0,but,CC,O
14916,674.0,its,PRP$,O
14917,674.0,members,NNS,O
14918,674.0,",",",",O
14919,674.0,running,VBG,O
14920,674.0,in,IN,O
14921,674.0,elections,NNS,O
14922,674.0,as,IN,O
14923,674.0,independents,NNS,O
14924,674.0,",",",",O
14925,674.0,hold,VBP,O
14926,674.0,enough,JJ,O
14927,674.0,seats,NNS,O
14928,674.0,to,TO,O
14929,674.0,make,VB,O
14930,674.0,the,DT,O
14931,674.0,Brotherhood,NN,B-geo
14932,674.0,the,DT,O
14933,674.0,largest,JJS,O
14934,674.0,opposition,NN,O
14935,674.0,group,NN,O
14936,674.0,in,IN,O
14937,674.0,Egypt,NNP,B-geo
14938,674.0,'s,POS,O
14939,674.0,parliament,NN,O
14940,674.0,.,.,O
14941,675.0,Russia,NNP,B-geo
14942,675.0,says,VBZ,O
14943,675.0,it,PRP,O
14944,675.0,is,VBZ,O
14945,675.0,commissioning,VBG,O
14946,675.0,its,PRP$,O
14947,675.0,first,JJ,O
14948,675.0,unit,NN,O
14949,675.0,of,IN,O
14950,675.0,new,JJ,O
14951,675.0,mobile,JJ,O
14952,675.0,intercontinental,JJ,O
14953,675.0,ballistic,JJ,O
14954,675.0,missiles,NNS,O
14955,675.0,.,.,O
14956,676.0,Monday,NNP,B-tim
14957,676.0,told,VBD,O
14958,676.0,Russian,JJ,B-gpe
14959,676.0,television,NN,O
14960,676.0,the,DT,O
14961,676.0,new,JJ,O
14962,676.0,version,NN,O
14963,676.0,of,IN,O
14964,676.0,the,DT,O
14965,676.0,Topol-M,NNP,B-art
14966,676.0,missile,NN,O
14967,676.0,is,VBZ,O
14968,676.0,capable,JJ,O
14969,676.0,of,IN,O
14970,676.0,penetrating,VBG,O
14971,676.0,multi-layered,JJ,O
14972,676.0,missile,NN,O
14973,676.0,defense,NN,O
14974,676.0,systems,NNS,O
14975,676.0,.,.,O
14976,677.0,Ivanov,NNP,B-per
14977,677.0,said,VBD,O
14978,677.0,the,DT,O
14979,677.0,missiles,NNS,O
14980,677.0,will,MD,O
14981,677.0,form,VB,O
14982,677.0,the,DT,O
14983,677.0,core,NN,O
14984,677.0,of,IN,O
14985,677.0,Russia,NNP,B-org
14986,677.0,'s,POS,O
14987,677.0,strategic,JJ,O
14988,677.0,missile,NN,O
14989,677.0,forces,NNS,O
14990,677.0,.,.,O
14991,678.0,He,PRP,O
14992,678.0,called,VBD,O
14993,678.0,them,PRP,O
14994,678.0,a,DT,O
14995,678.0,new,JJ,O
14996,678.0,generation,NN,O
14997,678.0,of,IN,O
14998,678.0,the,DT,O
14999,678.0,stationary,JJ,O
15000,678.0,Topol,NNP,B-art
15001,678.0,system,NN,O
15002,678.0,already,RB,O
15003,678.0,in,IN,O
15004,678.0,service,NN,O
15005,678.0,.,.,O
15006,679.0,Western,JJ,O
15007,679.0,analysts,NNS,O
15008,679.0,say,VBP,O
15009,679.0,Topol,NNP,B-art
15010,679.0,missiles,NNS,O
15011,679.0,were,VBD,O
15012,679.0,first,JJ,O
15013,679.0,deployed,VBN,O
15014,679.0,in,IN,O
15015,679.0,Russian,JJ,B-gpe
15016,679.0,silos,NNS,O
15017,679.0,in,IN,O
15018,679.0,the,DT,O
15019,679.0,late,JJ,O
15020,679.0,1990s,NNS,B-tim
15021,679.0,.,.,O
15022,680.0,The,DT,O
15023,680.0,new,JJ,O
15024,680.0,missiles,NNS,O
15025,680.0,reportedly,RB,O
15026,680.0,can,MD,O
15027,680.0,carry,VB,O
15028,680.0,a,DT,O
15029,680.0,"1,200",CD,O
15030,680.0,kilogram,NN,O
15031,680.0,payload,NN,O
15032,680.0,and,CC,O
15033,680.0,have,VBP,O
15034,680.0,an,DT,O
15035,680.0,estimated,VBN,O
15036,680.0,range,NN,O
15037,680.0,of,IN,O
15038,680.0,about,IN,O
15039,680.0,"10,000",CD,O
15040,680.0,kilometers,NNS,O
15041,680.0,.,.,O
15042,681.0,They,PRP,O
15043,681.0,are,VBP,O
15044,681.0,said,VBN,O
15045,681.0,to,TO,O
15046,681.0,maneuver,VB,O
15047,681.0,in,IN,O
15048,681.0,ways,NNS,O
15049,681.0,that,WDT,O
15050,681.0,are,VBP,O
15051,681.0,difficult,JJ,O
15052,681.0,to,TO,O
15053,681.0,detect,VB,O
15054,681.0,.,.,O
15055,682.0,A,DT,O
15056,682.0,massive,JJ,O
15057,682.0,blast,NN,O
15058,682.0,at,IN,O
15059,682.0,an,DT,O
15060,682.0,ammunition,NN,O
15061,682.0,shop,NN,O
15062,682.0,in,IN,O
15063,682.0,Afghanistan,NNP,B-geo
15064,682.0,'s,POS,O
15065,682.0,capital,NN,O
15066,682.0,leveled,VBD,O
15067,682.0,shops,NNS,O
15068,682.0,and,CC,O
15069,682.0,homes,NNS,O
15070,682.0,",",",",O
15071,682.0,killing,VBG,O
15072,682.0,at,IN,O
15073,682.0,least,JJS,O
15074,682.0,six,CD,O
15075,682.0,people,NNS,O
15076,682.0,and,CC,O
15077,682.0,wounding,VBG,O
15078,682.0,around,IN,O
15079,682.0,nine,CD,O
15080,682.0,others,NNS,O
15081,682.0,.,.,O
15082,683.0,Bystanders,NNS,O
15083,683.0,joined,VBD,O
15084,683.0,rescuers,NNS,O
15085,683.0,Wednesday,NNP,B-tim
15086,683.0,to,TO,O
15087,683.0,dig,VB,O
15088,683.0,through,IN,O
15089,683.0,the,DT,O
15090,683.0,rubble,NN,O
15091,683.0,of,IN,O
15092,683.0,collapsed,JJ,O
15093,683.0,buildings,NNS,O
15094,683.0,in,IN,O
15095,683.0,an,DT,O
15096,683.0,attempt,NN,O
15097,683.0,to,TO,O
15098,683.0,find,VB,O
15099,683.0,survivors,NNS,O
15100,683.0,.,.,O
15101,684.0,Descriptions,NNS,O
15102,684.0,of,IN,O
15103,684.0,the,DT,O
15104,684.0,scope,NN,O
15105,684.0,of,IN,O
15106,684.0,the,DT,O
15107,684.0,damage,NN,O
15108,684.0,vary,VBP,O
15109,684.0,",",",",O
15110,684.0,with,IN,O
15111,684.0,reports,NNS,O
15112,684.0,saying,VBG,O
15113,684.0,several,JJ,O
15114,684.0,to,TO,O
15115,684.0,25,CD,O
15116,684.0,buildings,NNS,O
15117,684.0,in,IN,O
15118,684.0,Kabul,NNP,B-geo
15119,684.0,were,VBD,O
15120,684.0,destroyed,VBN,O
15121,684.0,.,.,O
15122,685.0,Police,NNS,O
15123,685.0,have,VBP,O
15124,685.0,not,RB,O
15125,685.0,said,VBN,O
15126,685.0,what,WP,O
15127,685.0,caused,VBD,O
15128,685.0,the,DT,O
15129,685.0,blast,NN,O
15130,685.0,in,IN,O
15131,685.0,the,DT,O
15132,685.0,ammunition,NN,O
15133,685.0,store,NN,O
15134,685.0,.,.,O
15135,686.0,Also,RB,O
15136,686.0,Wednesday,NNP,B-tim
15137,686.0,",",",",O
15138,686.0,a,DT,O
15139,686.0,suicide,NN,O
15140,686.0,bomber,NN,O
15141,686.0,in,IN,O
15142,686.0,eastern,JJ,B-geo
